1	52	27	44	3	50	39	10	5	8	
26	45	2	51	38	43	4	7	40	11	
53	28	55	46	73	60	49	42	9	6	
56	25	72	37	58	47	82	61	12	41	
29	54	57	74	83	86	59	48	81	62	
24	71	36	87	76	93	84	89	78	13	
35	30	75	92	85	88	77	98	63	80	
70	23	68	33	94	97	90	79	14	17	
31	34	21	96	91	66	19	16	99	64	
22	69	32	67	20	95	100	65	18	15	
